epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,1544.89,1.15592,0.9948,1.34401,0.65258,0.59527,0.67257,0.33741,1.69855,1.31988,1.8795,0.0006304,0.0006304,0.0006304
114,1558.45,1.13371,0.97791,1.34685,0.68365,0.63816,0.69191,0.34607,1.65648,1.30375,1.87032,0.0006271,0.0006271,0.0006271
115,1571.95,1.15248,0.96822,1.34306,0.6162,0.67393,0.6831,0.33998,1.66307,1.26351,1.81558,0.0006238,0.0006238,0.0006238
116,1585.37,1.14068,0.9957,1.33262,0.61923,0.65635,0.68263,0.34797,1.66466,1.32035,1.87245,0.0006205,0.0006205,0.0006205
117,1598.81,1.14019,0.97285,1.33863,0.6117,0.64827,0.67585,0.34138,1.65307,1.31455,1.84776,0.0006172,0.0006172,0.0006172
118,1612.24,1.15137,1.00084,1.35369,0.62765,0.64086,0.67515,0.33726,1.67798,1.34221,1.88262,0.0006139,0.0006139,0.0006139
119,1625.79,1.13009,0.96615,1.33448,0.68019,0.62729,0.68949,0.34957,1.64161,1.32004,1.82919,0.0006106,0.0006106,0.0006106
120,1639.24,1.12287,0.95901,1.331,0.6742,0.64794,0.70445,0.35446,1.66354,1.27827,1.87893,0.0006073,0.0006073,0.0006073
121,1652.69,1.12325,0.95617,1.33271,0.6076,0.67312,0.65171,0.32604,1.67821,1.33688,1.86365,0.000604,0.000604,0.000604
122,1666.14,1.11921,0.94562,1.32601,0.63685,0.62149,0.65676,0.3284,1.70258,1.34328,1.86383,0.0006007,0.0006007,0.0006007
123,1679.55,1.09128,0.91505,1.31412,0.59362,0.6557,0.65924,0.3348,1.71078,1.34592,1.87274,0.0005974,0.0005974,0.0005974
124,1692.98,1.10885,0.91517,1.31444,0.66864,0.63723,0.68202,0.33732,1.72819,1.33602,1.89251,0.0005941,0.0005941,0.0005941
125,1706.38,1.10276,0.9235,1.31055,0.63768,0.63846,0.66227,0.3351,1.70376,1.32487,1.87788,0.0005908,0.0005908,0.0005908
126,1719.94,1.09857,0.92271,1.31308,0.61191,0.66585,0.67872,0.34774,1.69116,1.27968,1.88757,0.0005875,0.0005875,0.0005875
127,1733.38,1.10268,0.91363,1.31734,0.62495,0.63119,0.65156,0.32442,1.72034,1.32222,1.91388,0.0005842,0.0005842,0.0005842
128,1746.79,1.10669,0.94307,1.32083,0.65709,0.64036,0.67971,0.34387,1.67949,1.3037,1.88747,0.0005809,0.0005809,0.0005809
129,1760.23,1.1128,0.92131,1.32015,0.64657,0.66692,0.6792,0.34352,1.71034,1.30047,1.8856,0.0005776,0.0005776,0.0005776
130,1773.71,1.07974,0.88,1.2939,0.64315,0.59802,0.65174,0.32736,1.69811,1.36178,1.90113,0.0005743,0.0005743,0.0005743
131,1787.19,1.08557,0.88873,1.30695,0.63202,0.66497,0.683,0.35182,1.66446,1.28899,1.88532,0.000571,0.000571,0.000571
132,1800.62,1.10077,0.90497,1.30698,0.63842,0.65805,0.67022,0.33143,1.70633,1.32334,1.89301,0.0005677,0.0005677,0.0005677
133,1814.04,1.09545,0.91551,1.30747,0.60863,0.64288,0.65622,0.3273,1.7055,1.32112,1.89168,0.0005644,0.0005644,0.0005644
134,1827.46,1.09974,0.90963,1.30873,0.64163,0.62375,0.67364,0.33619,1.70765,1.30226,1.91117,0.0005611,0.0005611,0.0005611
135,1840.87,1.08538,0.88038,1.30745,0.62132,0.65473,0.65498,0.33339,1.68218,1.32282,1.89613,0.0005578,0.0005578,0.0005578
136,1854.3,1.07393,0.89092,1.29705,0.62469,0.68237,0.68181,0.34907,1.63947,1.27641,1.86892,0.0005545,0.0005545,0.0005545
137,1867.73,1.07625,0.88345,1.29933,0.62996,0.6391,0.64364,0.32102,1.68351,1.36093,1.89342,0.0005512,0.0005512,0.0005512
138,1881.29,1.09325,0.89758,1.30814,0.58946,0.68329,0.64616,0.3209,1.72081,1.35141,1.91229,0.0005479,0.0005479,0.0005479
139,1894.85,1.07107,0.87217,1.29221,0.64036,0.66437,0.66772,0.32963,1.71737,1.34862,1.89851,0.0005446,0.0005446,0.0005446
